active_member,employment_profile,gender,age,income,credit_history,existing_loans,loan_amount,loan_tenure_months,LTV_ratio,profile_score,Credit_Score
No,Salaried,Female,63,162000,126,1,82229,100,95,62,397
No,Student,Male,43,70000,352,2,134093,29,80.14652071905141,55,454
No,Unemployed,Other,63,65000,469,1,150000,31,72.52720222958789,59,371
Yes,Self-Employed,Male,19,18000,136,7,55292,340,61.77180801554857,91,728
No,Salaried,Male,67,168000,422,2,88157,62,78.22756460750159,61,435
No,Self-Employed,Male,24,48000,419,2,150000,115,85.56030200882088,38,444
No,Salaried,Female,58,33000,53,0,119090,49,72.02038152721187,39,338
No,Salaried,Male,60,65000,13,3,124737,98,66.98488235237892,71,479
No,Unemployed,Male,37,27000,332,0,13595,29,92.28020939653118,8,300
No,Freelancer,Male,57,90000,566,3,150000,91,95,36,502
No,Salaried,Female,68,119000,159,2,94515,110,83.14206384290952,55,444
No,Self-Employed,Female,47,66000,185,5,73851,137,76.98079164,87,620
No,Self-Employed,Female,54,151000,95,3,150000,36,85.85282875711272,64,465
No,Salaried,Male,35,82000,460,3,55610,102,86.28590414381958,59,489
Yes,Salaried,Male,19,52000,286,7,28685,149,80.90898933277018,100,708
No,Self-Employed,Female,57,144000,314,4,150000,30,95,42,530
Yes,Salaried,Male,52,122000,548,6,121531,61,86.88285596839742,96,658
Yes,Self-Employed,Other,25,68000,409,8,55008,237,44.89814993222309,100,793
No,Salaried,Female,42,46000,506,1,105375,67,67.41309307542892,68,397
No,Unemployed,Male,28,44000,333,0,110350,17,61.729557248955025,38,317
No,Salaried,Female,51,78000,114,5,150000,52,54.496672512083435,100,599
Yes,Self-Employed,Female,46,25000,70,6,127086,206,65.63740418418837,100,651
Yes,Self-Employed,Male,42,62000,165,8,126529,348,83.27674846427814,92,768
Yes,Salaried,Male,31,34000,320,6,127512,356,66.22394851570013,100,660
No,Student,Male,33,53000,180,3,110513,71,88.96026519178437,44,468
Yes,Self-Employed,Male,21,42000,179,9,147744,278,40,100,805
Yes,Self-Employed,Female,48,125000,480,6,106124,269,88.37620865663706,72,666
No,Self-Employed,Female,44,70000,405,0,124462,59,95,12,348
Yes,Self-Employed,Female,48,101000,42,10,150000,203,41.94667456515043,96,850
Yes,Self-Employed,Female,68,47000,569,10,150000,79,79.42534619143618,94,850
No,Salaried,Male,67,183000,125,5,112065,13,72.77189736109548,96,599
Yes,Salaried,Female,35,44000,260,8,91853,317,49.722930533270905,98,781
No,Salaried,Female,45,86000,529,0,114994,67,74.56985757,60,300
No,Salaried,Other,24,36000,603,3,102876,70,55.07850756149527,92,487
Yes,Freelancer,Male,69,37000,550,7,137889,312,72.32933829242612,100,724
Yes,Self-Employed,Male,63,183000,566,6,90580,214,61.807465458624165,100,661
No,Freelancer,Female,49,58000,208,3,150000,30,90.49313074511937,72,515
No,Self-Employed,Female,57,30000,7,1,52177,50,66.89196977,43,392
No,Self-Employed,Female,64,141000,333,6,149938,102,51.847227128503796,98,642
No,Self-Employed,Female,59,115000,166,2,144784,37,95,42,434
No,Salaried,Female,63,171000,238,4,146626,61,95,88,561
Yes,Self-Employed,Male,22,29000,119,7,80019,195,95,91,699
No,Salaried,Male,56,92000,247,3,52694,13,70.64385158,71,510
No,Salaried,Male,35,48000,160,3,103517,61,70.70827860472488,81,501
No,Freelancer,Male,54,67000,133,3,57674,32,87.13862487168385,66,517
No,Self-Employed,Male,19,38000,562,4,87231,21,73.61391235168806,90,532
Yes,Salaried,Male,18,9000,400,6,15031,234,95,85,658
No,Self-Employed,Male,22,17000,597,6,78120,120,94.99476533821752,58,642
No,Student,Female,57,44000,515,4,150000,116,88.90080046187813,56,565
No,Self-Employed,Other,20,40000,268,2,58276,22,67.03571884196103,44,411
No,Freelancer,Female,52,37000,384,1,53044,20,86.52279162424921,18,355
Yes,Salaried,Female,55,76000,544,6,150000,151,95,100,654
No,Salaried,Female,40,90000,392,4,150000,59,95,81,522
Yes,Salaried,Female,45,86000,607,6,103480,150,76.49715658771959,98,670
Yes,Salaried,Female,64,69000,158,7,86754,287,40,100,724
No,Salaried,Male,20,30000,547,1,100226,59,90.37376943739244,59,365
No,Salaried,Female,40,83000,490,4,76997,69,54.030912404306136,100,521
No,Self-Employed,Female,52,131000,81,2,150000,71,85.73464835399557,59,417
No,Student,Female,44,69000,405,2,103487,102,83.31153444,52,411
No,Student,Male,48,60000,10,3,150000,31,95,57,504
Yes,Salaried,Female,35,81000,416,8,81773,86,64.59758536363185,96,788
Yes,Salaried,Female,51,134000,159,9,74401,141,51.955939212075265,91,796
No,Salaried,Male,55,153000,233,4,93966,58,50.83532123174372,98,557
No,Self-Employed,Female,49,47000,101,2,134822,20,74.08243708993463,64,422
Yes,Salaried,Male,42,104000,355,10,82115,207,60.211517985269296,99,850
No,Student,Female,43,43000,159,3,72101,63,72.46071363513605,68,484
No,Salaried,Male,34,49000,230,5,67267,143,57.38164682254885,100,628
No,Freelancer,Other,47,140000,333,5,69108,347,65.07097423516879,86,618
Yes,Salaried,Male,69,180000,75,9,150000,131,60.97543020766662,99,827
No,Salaried,Female,33,52000,503,0,45420,118,63.05738966490112,80,350
Yes,Salaried,Other,69,145000,72,8,150000,200,49.00189094208578,100,749
No,Salaried,Other,68,200000,222,2,57181,40,91.24455002193184,51,445
No,Salaried,Female,70,193000,429,4,150000,109,86.36203873091105,91,544
No,Salaried,Female,24,56000,398,5,61887,198,95,76,613
No,Salaried,Male,29,28000,24,2,30111,15,68.67731965459419,62,441
Yes,Salaried,Other,50,29000,77,7,78550,330,79.28346910963464,97,699
No,Unemployed,Female,20,35000,379,1,18333,106,81.28714523380225,52,399
No,Salaried,Male,60,132000,30,2,105687,95,87.89946362969238,68,460
No,Unemployed,Male,39,26000,56,5,47323,68,52.823563105640545,97,586
No,Salaried,Female,42,100000,250,4,125208,117,76.74456317112956,79,562
No,Salaried,Female,58,82000,526,1,138673,72,76.01312133740544,75,409
No,Salaried,Male,59,65000,582,5,150000,102,64.44420009852254,99,598
No,Freelancer,Male,60,45000,123,0,38005,63,51.72421517633829,47,300
No,Salaried,Female,43,30000,211,3,78616,116,95,59,509
No,Salaried,Male,38,95000,155,5,116383,107,95,82,582
No,Unemployed,Male,55,39000,141,1,101036,77,57.388685329339104,57,379
No,Self-Employed,Male,24,37000,462,3,25696,51,82.77024775,76,485
Yes,Salaried,Female,65,141000,15,8,52763,215,66.85322115423413,94,763
Yes,Freelancer,Female,19,21000,470,9,82299,144,72.64299140009025,100,800
No,Salaried,Other,64,159000,333,5,150000,142,61.165993019891964,100,606
Yes,Salaried,Female,36,82000,310,10,150000,104,40,92,850
Yes,Self-Employed,Other,19,29000,137,7,127863,228,57.418705115395824,100,723
Yes,Salaried,Female,38,105000,438,10,150000,72,69.00745698145212,100,850
No,Salaried,Male,55,112000,135,3,150000,101,87.49423923038543,47,486
No,Self-Employed,Female,67,40000,316,1,136305,115,95,8,370
Yes,Salaried,Male,66,55000,152,8,60163,132,82.41871181942065,94,773
No,Salaried,Male,68,194000,458,6,150000,227,69.45555733463851,100,639
Yes,Self-Employed,Female,20,31000,443,7,103765,245,65.49509431,93,689
No,Salaried,Female,25,40000,353,2,141268,23,56.30351226233698,75,436
No,Self-Employed,Male,60,93000,558,5,110143,81,55.28132423398422,94,600
No,Student,Male,33,53000,388,4,150000,94,91.01710005751542,40,532
No,Salaried,Female,39,30000,24,0,76062,91,56.83872944108133,89,341
No,Salaried,Female,34,48000,570,5,150000,64,52.49439654245711,100,594
No,Salaried,Other,49,33000,345,0,150000,64,81.61085853693453,39,336
Yes,Self-Employed,Male,70,102000,296,10,131317,84,56.76497618259933,100,850
Yes,Self-Employed,Male,27,14000,455,7,70421,314,72.47972150007385,90,704
No,Student,Female,69,60000,488,4,142162,17,58.67908375615266,79,566
No,Self-Employed,Female,55,82000,349,3,83099,22,94.34880797972541,57,503
Yes,Self-Employed,Male,52,63000,300,6,150000,313,59.51458339964186,99,655
Yes,Salaried,Male,37,101000,26,10,105484,341,73.05558290730019,91,850
Yes,Self-Employed,Male,42,84000,116,7,150000,124,73.10403777,91,687
No,Unemployed,Female,49,74000,129,2,150000,79,80.54663256853392,52,427
Yes,Salaried,Female,66,105000,126,10,150000,152,41.26284921438145,92,850
Yes,Salaried,Female,48,94000,401,7,150000,127,84.11977330812005,98,703
Yes,Self-Employed,Female,25,48000,380,8,63350,301,58.474225254824745,90,746
Yes,Self-Employed,Female,32,66000,455,6,150000,328,62.00448309237059,99,680
Yes,Self-Employed,Male,52,144000,456,10,150000,187,65.17434340583183,100,850
No,Salaried,Female,44,54000,468,2,40480,79,95,41,424
Yes,Self-Employed,Female,47,123000,540,8,150000,266,62.93640575002945,93,769
No,Freelancer,Male,50,149000,501,4,150000,75,95,77,550
Yes,Salaried,Male,40,71000,369,10,150000,117,59.56046458766812,100,850
Yes,Salaried,Female,41,71000,429,10,150000,150,64.63309012391962,98,850
No,Salaried,Male,20,37000,122,0,65445,97,57.795773778375235,56,320
No,Unemployed,Male,50,37000,101,4,105674,72,73.77119934,51,545
No,Self-Employed,Female,30,52000,101,0,97266,114,85.92703865979766,45,325
Yes,Salaried,Male,65,161000,215,6,150000,276,81.96757534330291,97,655
Yes,Self-Employed,Male,51,136000,562,8,150000,250,67.64352911587761,100,782
No,Salaried,Male,64,42000,431,5,51467,81,78.62239369,100,580
No,Salaried,Female,30,51000,236,3,130283,27,88.78087107326787,56,467
No,Salaried,Female,25,19000,10,2,53113,80,60.81952231792811,100,455
Yes,Self-Employed,Female,55,105000,364,10,150000,120,84.62548112000616,100,850
Yes,Salaried,Male,23,53000,233,7,74347,195,40.49363210599445,100,709
Yes,Salaried,Male,43,103000,385,10,113817,270,58.74577785097701,100,850
No,Salaried,Male,61,161000,202,3,150000,82,95,60,486
No,Salaried,Female,62,163000,334,3,150000,74,95,63,509
Yes,Salaried,Male,42,84000,467,7,107849,354,40,100,737
Yes,Self-Employed,Male,52,90000,297,10,103949,353,69.46226917036913,100,850
No,Salaried,Female,54,100000,497,2,150000,117,95,53,412
No,Self-Employed,Male,69,114000,529,1,150000,68,75.16937119,30,386
Yes,Salaried,Male,50,88000,139,8,150000,147,40,100,777
Yes,Salaried,Female,18,49000,52,10,38368,270,40,100,850
No,Salaried,Male,35,89000,519,1,75523,15,72.72596910871961,48,404
No,Salaried,Male,27,16000,604,3,33500,54,91.71548388616218,74,498
No,Self-Employed,Female,46,56000,557,1,150000,47,95,16,409
No,Salaried,Female,29,23000,224,0,86572,62,95,27,301
Yes,Self-Employed,Male,58,108000,467,10,94946,223,43.38406573,90,850
No,Freelancer,Male,28,61000,480,4,33265,118,69.33386804956838,77,539
Yes,Self-Employed,Female,59,73000,587,9,136814,320,57.96755643062578,100,800
No,Salaried,Male,47,93000,174,6,94711,344,80.41309118018894,100,639
Yes,Salaried,Female,24,19000,159,8,72352,349,64.46284371044108,97,788
Yes,Salaried,Male,41,88000,220,8,150000,212,64.84333558225319,100,753
No,Salaried,Female,56,68000,90,4,124974,113,50.99204769438296,100,538
No,Salaried,Female,44,91000,192,2,98411,51,63.838305881957965,91,415
No,Freelancer,Female,19,27000,108,2,102599,19,95,47,413
No,Salaried,Male,63,162000,111,3,150000,118,82.50670966562146,61,465
No,Freelancer,Male,53,31000,579,4,20493,27,73.01835898917501,92,573
No,Salaried,Male,64,185000,169,2,150000,119,95,58,456
No,Unemployed,Female,29,35000,405,5,150000,276,59.62035369994154,92,628
No,Self-Employed,Female,34,25000,391,0,109129,19,61.80905676860293,54,300
Yes,Salaried,Female,43,101000,433,10,150000,331,40,100,850
No,Self-Employed,Female,51,130000,577,4,122576,21,86.83226841,76,545
No,Self-Employed,Female,50,142000,234,2,150000,81,95,25,423
No,Salaried,Male,63,181000,469,4,150000,17,84.38497518862452,77,530
Yes,Self-Employed,Female,27,28000,9,6,55185,80,73.64595633776341,91,671
Yes,Salaried,Male,26,38000,375,8,87153,230,69.35750311539604,100,775
Yes,Freelancer,Male,55,117000,520,10,80517,290,76.24405314206132,100,850
No,Salaried,Male,26,51000,61,2,73737,14,77.96287053661646,67,460
No,Self-Employed,Female,22,19000,110,5,50761,295,86.53671463411206,74,603
Yes,Self-Employed,Male,22,27000,112,8,104255,114,40,95,750
Yes,Self-Employed,Male,67,66000,423,8,150000,344,40,98,782
No,Freelancer,Female,38,46000,137,0,106559,104,84.56655064849039,28,339
No,Self-Employed,Male,26,32000,360,4,35193,105,85.64928230595139,80,520
No,Salaried,Female,50,102000,435,1,150000,89,80.60117193189237,52,379
Yes,Self-Employed,Female,50,149000,573,7,112358,269,57.92222355016398,100,733
No,Self-Employed,Female,57,103000,55,5,133188,306,80.01013260757036,70,624
Yes,Self-Employed,Female,23,26000,593,6,63773,213,67.95830073750281,98,684
Yes,Salaried,Female,36,44000,29,7,150000,180,69.53634113846454,94,723
Yes,Salaried,Female,38,65000,366,6,118465,179,51.58143722307604,100,653
No,Self-Employed,Female,20,46000,148,0,116092,19,77.12228153706175,49,300
Yes,Salaried,Male,27,68000,257,8,150000,113,72.45899202770195,100,743
Yes,Self-Employed,Male,30,17000,56,7,29838,151,71.90947143449877,100,730
Yes,Self-Employed,Female,60,100000,421,9,127989,231,40,100,795
Yes,Salaried,Other,43,74000,234,6,150000,201,92.72303784835829,96,667
No,Self-Employed,Male,69,65000,410,1,106628,69,54.95971703394656,84,366
No,Self-Employed,Female,26,44000,541,5,130077,108,73.07778271906187,87,615
No,Freelancer,Male,66,195000,9,4,114030,67,68.40675578339766,73,572
No,Self-Employed,Female,30,47000,274,2,92786,107,88.95991346379444,66,451
No,Salaried,Male,23,31000,212,5,40836,109,63.88840281738673,94,590
No,Salaried,Female,42,83000,221,4,77481,53,93.75450754624433,86,546
No,Freelancer,Male,42,55000,443,2,150000,81,54.235912242623556,72,412
Yes,Salaried,Female,44,119000,441,6,150000,346,65.56200754125896,90,655
No,Salaried,Male,32,32000,263,2,41208,13,95,56,435
Yes,Salaried,Female,49,116000,180,7,150000,168,51.37134243267103,100,707
No,Salaried,Male,67,135000,262,3,65339,79,52.18717483076951,82,480
No,Salaried,Female,65,41000,551,0,41062,109,71.29510003530056,69,304
Yes,Unemployed,Female,48,132000,122,6,141328,318,81.54333098034755,89,662
No,Salaried,Male,62,108000,317,1,72072,118,83.79335991187682,62,409
Yes,Self-Employed,Female,37,102000,552,8,117315,197,71.54427394212681,100,768
Yes,Salaried,Other,41,55000,439,7,150000,234,40,100,711
Yes,Freelancer,Male,39,35000,185,8,128453,189,40,100,748
Yes,Freelancer,Male,47,124000,16,9,150000,229,40,96,835
No,Student,Male,57,94000,297,5,150000,131,56.50271022881371,84,605
Yes,Salaried,Male,58,124000,181,7,112815,353,91.43957066793757,100,688
Yes,Self-Employed,Female,49,107000,428,10,53735,245,54.50088516598643,90,850
No,Salaried,Male,22,58000,149,3,63541,22,57.21618405290929,100,501
No,Salaried,Male,32,25000,194,0,28273,30,95,21,326
No,Self-Employed,Male,40,34000,350,2,150000,66,95,35,410
No,Salaried,Female,52,154000,301,1,135275,60,55.82326467760117,70,409
No,Unemployed,Female,58,76000,492,3,150000,71,80.71205499468437,62,473
No,Student,Male,30,56000,206,5,99403,150,71.89134182189704,96,620
No,Salaried,Male,49,56000,456,3,118632,76,95,56,482
Yes,Freelancer,Female,51,36000,345,7,32987,108,64.13568244417878,92,700
Yes,Salaried,Male,25,69000,293,9,150000,316,46.23955292878152,100,810
Yes,Self-Employed,Female,49,56000,569,8,66068,353,81.61026736105853,90,750
No,Salaried,Male,67,84000,254,2,112489,59,88.90824430686176,56,454
Yes,Self-Employed,Male,65,110000,234,10,112311,113,43.71732438893609,100,850
No,Salaried,Male,53,50000,505,0,131127,40,62.461154575474595,50,300
No,Self-Employed,Male,49,27000,93,2,47070,39,73.03170467506129,75,435
No,Salaried,Female,57,52000,462,3,150000,79,79.42941675752277,72,503
No,Salaried,Female,26,32000,312,3,63751,101,93.20708797,77,494
No,Salaried,Female,40,70000,343,4,150000,90,79.59423612,70,529
Yes,Salaried,Male,63,183000,180,9,137685,91,40,96,804
No,Salaried,Female,70,97000,278,2,62035,34,90.81467089982829,54,459
No,Salaried,Male,62,72000,469,5,133405,220,82.21593805214741,74,602
No,Self-Employed,Other,34,99000,170,6,150000,83,77.21455788822165,95,648
No,Salaried,Male,52,92000,317,0,88427,115,81.83991333616822,53,313
No,Salaried,Female,32,70000,206,5,135193,102,62.47787052745854,96,582
No,Salaried,Female,44,130000,576,3,68781,17,59.153901183837796,98,509
Yes,Student,Female,19,48000,598,6,121247,98,53.93635538771702,98,674
No,Salaried,Male,67,112000,225,3,107036,21,95,40,473
No,Salaried,Male,44,116000,430,4,150000,97,95,83,550
Yes,Unemployed,Male,58,166000,517,10,88296,146,65.14336450926041,94,850
Yes,Freelancer,Female,45,30000,161,6,116315,71,86.99008317,79,666
No,Student,Female,19,12000,122,0,43425,16,67.82435110290218,13,300
No,Salaried,Male,35,54000,537,5,53337,17,95,73,595
No,Unemployed,Male,48,40000,396,3,30045,94,95,37,465
No,Self-Employed,Male,28,51000,458,6,93775,166,51.076022400760586,100,643
No,Self-Employed,Female,61,154000,529,3,150000,96,87.29476583931978,37,469
No,Self-Employed,Female,45,73000,392,6,133094,328,83.62351351470365,100,646
Yes,Salaried,Female,60,42000,418,8,32066,266,40.97890008872509,93,779
No,Salaried,Female,53,155000,65,5,81020,154,62.52905937273637,99,615
Yes,Salaried,Female,51,63000,370,10,130624,216,40,100,850
Yes,Unemployed,Male,70,103000,310,7,62652,233,64.63350182183564,95,700
No,Student,Female,53,91000,188,3,95785,74,72.78723420385924,68,486
Yes,Self-Employed,Male,27,14000,66,7,62377,331,95,74,695
Yes,Salaried,Male,23,56000,190,8,78178,69,47.96705426444103,100,740
No,Self-Employed,Female,44,100000,87,2,121626,36,56.67814036768294,68,457
No,Salaried,Other,24,36000,229,4,45494,105,91.67741286330362,76,558
No,Unemployed,Male,60,58000,201,0,150000,38,95,0,308
No,Salaried,Female,62,98000,281,0,96303,42,95,45,335
No,Salaried,Female,35,53000,219,3,86147,27,65.08755586135771,100,504
No,Self-Employed,Male,23,15000,574,2,67766,117,95,26,430
No,Self-Employed,Male,59,38000,72,3,37902,16,87.07327244283866,69,493
No,Student,Male,64,85000,76,3,72763,110,74.63638165474269,55,502
No,Self-Employed,Male,35,50000,44,0,79571,38,94.29589322492028,30,312
No,Freelancer,Female,59,71000,13,3,150000,112,84.37871342358306,48,516
No,Salaried,Female,26,31000,101,0,70454,97,95,14,300
No,Self-Employed,Male,52,131000,356,2,150000,93,58.42283592873205,80,450
Yes,Salaried,Male,27,53000,554,6,150000,60,68.02027683252535,99,651
No,Self-Employed,Female,26,31000,73,6,83004,340,66.93419193416511,100,635
No,Salaried,Female,64,116000,434,2,150000,64,66.08799456033269,94,428
Yes,Salaried,Male,36,88000,459,9,134842,261,81.59459105298282,95,797
No,Salaried,Male,33,82000,549,0,61858,48,95,16,339
No,Self-Employed,Female,57,141000,230,2,89204,64,65.77713894754838,82,451
No,Salaried,Male,61,64000,540,2,150000,60,69.11873161,64,413
No,Self-Employed,Male,25,37000,460,4,36315,93,95,79,571
Yes,Self-Employed,Male,64,69000,329,7,61690,134,84.83026191081998,93,702
Yes,Salaried,Male,27,25000,354,9,104601,65,67.55435499587976,98,805
Yes,Self-Employed,Male,70,167000,8,8,150000,127,44.01469490247981,93,777
Yes,Self-Employed,Female,66,82000,571,6,150000,300,54.88829121712924,98,678
No,Self-Employed,Male,48,80000,211,3,150000,30,95,53,503
Yes,Salaried,Male,18,47000,430,6,69375,288,95,70,653
No,Student,Male,38,94000,112,3,144599,58,68.86713195,73,486
No,Unemployed,Male,56,80000,92,2,79132,95,84.12303996145198,27,452
No,Salaried,Male,42,104000,403,2,150000,103,95,65,434
Yes,Salaried,Male,55,54000,377,7,51459,254,95,100,695
Yes,Salaried,Male,40,81000,154,7,134864,340,51.558537936133604,96,719
No,Salaried,Male,62,36000,61,2,19346,59,85.53544728,44,458
Yes,Salaried,Female,32,38000,270,7,44226,250,64.81729422712743,100,733
No,Salaried,Male,66,164000,553,5,96057,236,95,70,617
No,Salaried,Male,48,70000,490,3,35386,57,81.17948029856669,73,499
Yes,Self-Employed,Male,47,127000,429,9,150000,60,85.53907267,100,831
No,Student,Male,20,17000,229,0,81047,62,77.24475736902575,32,331
Yes,Salaried,Female,33,45000,243,8,131444,103,71.82104621711721,93,742
No,Salaried,Male,23,19000,411,2,39178,93,95,34,436
No,Salaried,Male,52,141000,173,3,150000,104,95,70,512
No,Salaried,Female,38,88000,456,2,150000,71,89.91937954,69,437
Yes,Unemployed,Male,57,44000,41,9,74356,340,59.61343627939402,90,800
No,Student,Female,25,36000,374,3,129630,98,79.22468870041791,41,505
No,Salaried,Female,36,76000,105,6,150000,246,52.0634991,92,649
Yes,Self-Employed,Male,34,82000,240,10,111322,144,70.37226820783722,98,850
No,Salaried,Other,44,32000,10,4,94336,67,89.00392263648781,81,526
No,Self-Employed,Female,50,53000,147,4,77551,95,60.39648391141394,86,529
No,Salaried,Male,42,120000,192,2,100009,91,79.08855194752758,54,441
Yes,Salaried,Female,32,68000,382,6,99306,94,79.58073324777325,100,654
No,Salaried,Female,21,35000,339,1,122352,42,69.92887264220553,74,363
No,Self-Employed,Female,25,24000,42,4,16012,111,73.27706175,68,573
No,Freelancer,Male,44,71000,299,3,123553,64,95,40,477
No,Self-Employed,Female,39,111000,259,3,150000,89,86.20814914697127,50,501
No,Freelancer,Male,66,63000,234,0,54020,88,76.00845470172011,36,300
Yes,Student,Female,64,92000,382,9,79719,203,40,97,796
No,Freelancer,Female,26,24000,422,0,36027,34,51.14883663921984,63,300
Yes,Unemployed,Female,39,87000,427,7,150000,160,77.97640529,92,690
No,Freelancer,Female,27,57000,338,5,95564,355,89.24150542,95,613
Yes,Salaried,Male,33,90000,353,6,101483,200,67.27929003528078,99,675
No,Salaried,Female,57,39000,484,4,37981,99,68.4026951,82,554
No,Salaried,Male,68,81000,609,1,125239,103,95,21,384
Yes,Self-Employed,Male,36,67000,92,8,150000,121,50.61906056609612,100,755
No,Student,Male,58,35000,528,4,98831,105,85.084945,67,533
No,Student,Male,29,20000,288,3,40164,13,95,58,499
Yes,Salaried,Female,48,58000,487,6,91745,223,95,100,667
Yes,Self-Employed,Female,32,71000,574,7,80512,132,57.92670988,100,714
No,Salaried,Female,60,59000,319,4,54365,37,71.01431704963142,84,568
Yes,Salaried,Female,50,139000,496,7,132031,338,63.08041910944862,100,696
No,Self-Employed,Male,64,155000,556,3,105249,20,67.21182438983203,93,480
Yes,Freelancer,Male,29,82000,412,6,112526,165,76.98319424174582,96,665
No,Self-Employed,Male,23,46000,468,0,112699,111,68.16917803272781,53,321
No,Self-Employed,Female,64,72000,264,0,150000,41,95,15,317
No,Student,Male,42,77000,352,4,150000,86,62.33703349996445,81,570
No,Salaried,Male,30,78000,421,0,46523,34,72.50415992476806,58,300
Yes,Unemployed,Female,25,13000,82,7,46095,152,95,56,691
No,Salaried,Female,58,103000,292,3,150000,35,94.32080645715588,67,505
No,Salaried,Male,33,51000,353,1,35137,69,87.96348775573946,40,389
No,Student,Male,43,22000,444,0,12821,100,92.59812357232943,0,305
No,Student,Male,28,63000,374,3,85644,108,91.71603090550704,30,510
No,Self-Employed,Male,39,86000,73,4,63428,29,88.74682195308297,58,543
Yes,Unemployed,Female,26,75000,241,8,132083,111,55.71014628798228,100,748
Yes,Self-Employed,Female,33,45000,369,6,50995,91,51.12555888051347,93,673
No,Salaried,Male,32,46000,217,4,64514,84,74.72960947097826,75,574
No,Salaried,Female,24,35000,106,1,20846,48,63.93428256785894,88,398
No,Salaried,Female,37,59000,172,1,150000,117,86.40310085269425,44,389
Yes,Salaried,Male,49,102000,328,8,150000,288,65.84727748231629,100,762
Yes,Self-Employed,Female,29,17000,609,7,84537,235,40,93,730
No,Self-Employed,Female,19,19000,293,4,85603,27,75.80368112935216,61,520
No,Salaried,Male,57,76000,163,0,91750,44,81.42927085493143,29,338
Yes,Salaried,Female,40,111000,145,10,150000,104,68.75365095705867,100,850
No,Salaried,Male,54,108000,533,1,133464,108,95,53,382
No,Freelancer,Male,61,66000,69,2,150000,119,95,57,458
Yes,Self-Employed,Male,25,22000,42,9,89648,97,69.21383846420356,100,803
Yes,Salaried,Male,59,159000,52,8,150000,191,67.86670637023315,90,766
Yes,Salaried,Other,64,72000,523,8,130336,67,57.060699643647226,96,788
No,Salaried,Other,59,55000,211,0,50244,23,79.35434887787318,37,322
No,Self-Employed,Female,22,58000,390,0,150000,113,95,38,328
Yes,Student,Female,20,19000,48,6,46714,282,84.7875991,68,654
No,Salaried,Male,53,115000,408,5,133994,79,71.31815728175263,93,590
Yes,Salaried,Male,45,61000,15,8,150000,241,49.85246208523479,100,773
No,Student,Male,68,114000,519,5,115598,200,55.418834401259986,100,601
No,Salaried,Male,22,19000,444,2,69209,52,54.26547147690848,79,442
No,Unemployed,Female,39,60000,160,3,150000,50,52.85667366262364,69,483
Yes,Unemployed,Female,34,92000,193,10,50602,91,68.05073829570645,100,850
Yes,Freelancer,Female,67,34000,378,6,134789,263,54.49847229251794,97,658
No,Freelancer,Female,47,115000,224,2,87073,106,54.904276227267836,70,421
No,Self-Employed,Female,21,16000,372,0,41286,104,58.79462913939376,59,351
Yes,Self-Employed,Male,57,117000,555,10,90966,169,70.21050429574998,98,850
No,Self-Employed,Female,30,86000,326,4,150000,36,95,68,527
No,Self-Employed,Male,44,43000,340,3,84182,49,55.65446872520539,92,486
No,Freelancer,Male,41,64000,85,1,34518,51,52.57234595825426,55,362
Yes,Freelancer,Other,39,27000,270,7,137484,114,84.44139733914668,95,704
Yes,Salaried,Male,44,44000,387,9,68147,86,68.26754359684473,100,840
Yes,Salaried,Other,36,87000,474,6,150000,336,89.41828747850539,82,675
Yes,Salaried,Male,67,140000,514,8,150000,276,80.37465156117285,100,790
Yes,Salaried,Female,39,80000,203,7,63022,311,69.92442766514085,100,731
Yes,Salaried,Male,69,77000,236,8,116276,104,40,100,766
No,Self-Employed,Female,60,87000,102,4,150000,36,53.580761683015766,92,548
Yes,Self-Employed,Female,68,80000,174,8,109292,63,64.60876843056809,97,752
Yes,Self-Employed,Female,44,127000,436,7,94128,79,44.27492094594661,91,729
No,Unemployed,Male,58,32000,464,0,103426,41,72.28127785,27,311
No,Self-Employed,Male,29,74000,41,1,111763,38,79.48509340683833,62,399
No,Unemployed,Male,49,61000,573,5,150000,67,67.42261456031511,89,589
No,Salaried,Female,58,77000,86,3,86663,89,86.38990613444551,64,475
Yes,Salaried,Female,66,143000,101,10,100774,350,66.16591686100585,92,850
Yes,Salaried,Female,41,102000,375,10,74872,170,40,100,850
No,Self-Employed,Female,64,155000,557,5,84840,284,54.160344972234405,100,614
Yes,Salaried,Female,58,149000,311,8,116607,61,42.30677475625962,98,781
Yes,Freelancer,Male,59,151000,37,8,150000,79,79.66577868502432,100,753
Yes,Salaried,Female,19,37000,8,10,71141,92,81.42556972473713,100,850
Yes,Salaried,Female,59,141000,221,8,65454,337,59.12666992378141,100,742
No,Salaried,Male,62,185000,163,4,73875,111,79.16368928939067,64,530
No,Self-Employed,Male,34,55000,160,0,35558,61,65.62668278138074,38,300
No,Self-Employed,Female,49,89000,344,4,59009,56,79.72722039964398,91,529
No,Freelancer,Male,51,29000,509,1,39329,31,83.58099509133875,44,365
Yes,Self-Employed,Male,39,34000,122,8,133848,213,54.857566037293466,90,756
Yes,Freelancer,Male,48,130000,382,10,69489,186,42.76455823360899,100,850
No,Self-Employed,Other,49,74000,453,4,150000,56,72.10651939991813,72,574
Yes,Salaried,Male,66,124000,295,9,72173,147,59.36782778129573,100,813
No,Self-Employed,Male,65,80000,396,1,143547,87,87.20297022757723,24,367
